cod,descricao
060496,LAMINA ESTREITA  TUBO C/10 CIS
060497,PASTA ABA ELAST  OF 2CM FUME ACP
060498,BACIA PLASVALE  CAN 34LT N5 5
060499,RODO MADEIRA  COMPLETO 30 CM
060500,AMAC AMACITEL  MOMENTO CARINH
060501,SABAO EM PO  OMO MULTI ACAO  1
060502,ALCOOL LIQUIDO  TUPI NEUTRO 4
060503,SABAO EM BARRA  YPE NEUTRO 1K
060504,SABAO  EXTRUZADO  BARRA COCO 1
060505,CHAVE MOTOR AL  CS-840 L-D 40A  MARGIRIUS
060506,VEDA JUNTA  DIESEL 25G 3M
060507,CETOL AC CANELA  3.6L
060508,FAIXA ITAG ART  COMPOSE T801  46X67CM
060509,ETIQUETAS PERS.  AUTOADESIVAS  ATRIOS  ALIMENTOS  EMPANA PEIXE  250G - COUCHE C/  HOT STAMP -  82X108
060510,CANTILHAO  MOSQUITEIRO
060511,HIPOCLORITO DE  SODIO 2LTS
060512,COLHER DE MESA  INOX VITORIA
060513,ANEL C/ FUNDO  0.80 X 0.50  FIARCAL
060514,SPOT EMB  MINIDICR GU4  13506 BONIN
060515,MOD INT BIP  PARAL 16A EV  2870 FAME
060516,MOD INT 1P SM  338 FAME
060517,MOD INT 1P SM  338 FAME
060518,(INATIVADO)  MOLHO ARABE  900ML
060519,LUVA NEOPREX  TAM 8
060520,TOALHA DE PAPEL  BRANCA SOFT
060521,?
060522,?
060523,1 - LAMPADA LED  G9 MINI  EMCAP.3W 2700K  127 BRILIA -  433416
060524,BOMBA AUTO  ASPIRANTE  DANCOR AP-2R  1/2CV M (220V) -  10713144
060525,1 - MESA INFANTIL  DONACHICA AZUL  TRAMONTINA -  92320/670
060526,1 - POLTRONA  INFANTIL CATTY  AZUL  TRAMONTINA -  92264/070
060527,1 - CONJ.PANELAS  MONACO  INDUCAO 4PCS  TRAMONTINA* -  20799/780
060528,1 - APARELHO  JANTAR 30PCS MIX  MATCH FULLFIT -  20365
060529,CARRO COLETOR  372 LT 81X71X104- C/ALCA E RODA  BRANCA
060530,ETIQUETAS PERS.  AUTOADESIVAS  SUPRA ALIMENTOS  KETCHUP  TRADICIONAL  400G - COUCHE -  160X66
060531,FACA FLEXIVEL  160X66
060532,ETIQUETAS PERS.  AUTOADESIVAS  SUPRA ALIMENTOS  MOSTARDA 200G -  COUCHE - 121X50
060533,ETIQUETAS PERS.  AUTOADESIVAS  SUPRA ALIMENTOS  KETCHUP  TRADICIONAL  200G - COUCHE -  121X50
060534,ACAB T1 A1 GYRO  FABRIMAR (5344)
060535,PERFURADOR GE-4  4 FUROS P/10FLS  GENIAL
060536,PRESILHA P/ TELA  MOSQUITEIRO
060537,TRILHO GALV LISO  35MM C- 50CM936604  CEMAR
060538,EMENDA POLIET 3- 4 INCA
060539,DUREPOXI 50G
060540,TE RSC 3-4 TIGRE
060541,LUVA CORRER  100MM TIGRE
060542,ANEL BORRACHA  100MM TIGRE
060543,INT PAIN TRIP 20A  CS-301 TS-SS  MARGIRIUS
060544,1 - CONJ. SERVIR  MONACO 5X1  RUVOLO - 80603
060545,1 - VIVACE  CONJ.POTES 3PCS  VERMELHO 082- 442026 - 082- 442026
060546,TINTA SPRAY BCO  BRILH.6X350  TEK.C6
060547,ALICATE  REBITADOR 4  BICOS THOMPSON
060548,PALHA DE ACO  ASSOLAN NO 0  25G -  7896090122592
060549,ALGICIDA CHOQUE  GENCO 1LT -  7896544400047
060550,GENFLOC  CLARIFICANTE  GENCO 1LT -  7896544400184
060551,VASSOURA SUPER - 7898053279411
060552,ETIQUETAS PERS.  AUTOADESIVAS  SUPRA ALIMENTOS  EMPANA CARNE  250G - COUCHE  COM HOTSTAMP -  82X108
060553,ETIQUETAS PERS.  AUTOADESIVAS  SUPRA ALIMENTOS  EMPANA FRANGO  250G - COUCHE C/  HOT STAMP -  82X108
060554,VASSOURA PISOS  DELICADOS  BRILHUSBETTANIN
060555,BETUME
060556,SABONETE DOVE  ORIGINAL 90G -  7898422746759
060557,CREME DENTAL  COLGATE  LUMINOUS WHITE  70G -  7891024030820
060558,CESTA P/VALVULA  AMERICANA  DAKASA -  7896954360535
060559,ESCOVA DENTAL  DENTIL WHITE  CLEAN MEDIA C/03  UND -  7897534837768
060560,XICARA DE CHA  C/PIRES NADIR -  7891155016137
060561,XICARA DE CHA  CRISTAL  WEHATON -  7891240010453
060562,JARRA CISPER  NOBILE 1.5LT -  7891017000595
060563,LUVA VAQUETA  PETROLEIRA  TOTAL GABI
060564,BOTINA  SEG.EL.S/B  PFERRO 43
060565,BOTINA  SEG.EL.C/B ACO  PFERRO 39
060566,OCULOS  SEGUR.FENIX  INCOL DANNY
060567,PORCA  DODILOCK(06MM)( 1.5)
060568,ABRAÇADEIRA  REG(09MM)(7/16X5 None
060569,ABRAÇADEIRA  PLASTICA(277MM)( None
060570,ABRAÇADEIRA  REG(09MM)(3/4X1. None
060571,PARAFUSO  SEXT(10X030)(ROS 1.25)(4121018)
060572,ORING(001A015)(0 None
060573,PARAFUSO  SEXT(06X030)(4100 AÇO 8.8
060574,TORN BOIA CX  DAG C-CLICK 1-2 3- 4 TIGRE
060575,TUBO PVC SD 6M  25MM TIGRE
060576,BOTA PVC  C/MEDIO PT 38
060577,SAPATO MOOV  PTO 41
060578,COLA SUPER  BONDER 3G -  7891200190942
060579,SACO ALGODAO  EXTRA 55X78 -  7897493423552
060580,ETIQUETAS PERS.  AUTOADESIVAS  ATRIOS  ALIMENTOS  TEMPERO  COMPLETO  P/CHURRASCO  500G - COUCHE -  106X100
060581,ETIQUETAS PERS.  AUTOADESIVAS  ATRIOS  ALIMENTOS  COLORAU  NORDESTINO 200G  - COUCHE C/HOT  STAMP-90X110
060582,DIFUSOR DE  AROMAS SECAR  VERBENA 100ML -  7896013402640
060583,LIMPADOR PERF  CASAPERFUME  AGRADABLE 1LT -  7896040703727
060584,OLEO DE PEROBA  200ML -  7896050500019
060585,BASE RELE 110- 220V  STIELETRONICA
000007,INSUMOS
070002,PREPARAÇÃO  P/CALDO DE PEIXE  10KG (CHEFF MIX)
070003,PREPARAÇÃO P/  CALDO DE BACON  10KG  (CHEFF MIX)
070004,PREPARAÇÃO P/  CALDO DE CARNE  10KG (CHEFF MIX)
070005,PREPARAÇÃO P/  CALDO DE  CAMARÃO 10KG  (CHEFF MIX)
070006,PREPARAÇÃO P/  CALDO DE  GALINHA 10KG  (CHEFF MIX)
070007,AMACIANTE DE  CARNE FD  10X1.01KG  (TEMPERA BEM)
070008,CALDO DE  GALINHA FD  10X1.010KG  (TEMPERA BEM)
070009,CALDO DE  CAMARAO FD  10X1.010KG  (TEMPERA BEM)
070010,CALDO DE PEIXE  FD 10X1.010KG  (TEMPERA BEM)
070011,CALDO DE BACON  FD 10X1.010KG  (TEMPERA BEM)
070012,CALDO DE CARNE  FD 10X1.010KG  (TEMPERA BEM)
070013,CALDO DE  BACALHAU FD  10X1.010KG  (TEMPERA BEM)
070015,ALHO EM PO CX  25KG.
070016,ALHO GRAN 8/16  25KG -- 52
070025,OREGANO  EM PO  5KG.
070028,LOURO EM FOLHAS  TURCO EXTRA CX  20KG.
070032,PAPRICA DOCE  10KG
070034,NOZ MOSCADA  BOLA SACO 10KG.
070035,CEBOLA EM  FLOCOS 25KG
070038,COENTRO  DESIDRATADO  10KG
070040,LEMON PEPPER  25KG
070041,MANJERICAO 25 KG
070043,NOZ MOSCADA  MOIDA PURA 25KG
070045,PAPRICA PICANTE  25 KG
070050,CANELA EM CASCA  6CM AA 20KG
070051,SEMENTE DE  URUCUM 50KG
070055,FARINHA TRIGO  T1 T.O. 50KG
070057,OLEO DE  AMENDOIM  REFINADO - CX 3 X  6 LT
070060,ALECRIM EM PO  PURA 10KG
070061,CHIMI CHURRI  25KG
070062,CRAVO DA INDIA
070063,ERVA DOCE 50KG
070065,PIMENTA PRETA  GRAO 50 KG
070066,UVA PASSA  ARGENTINA   MEDIA PRETA 10KG
070067,CONFEITO  CHOCOLATE  GRANULADO 25 KG
070068,CONFEITO  COLORIDO  GRANULADO 25 KG
070069,CONFEITO  CHOCOLATE  REDONDO CX 2 X 5  KG
070070,CONFEITO  ALUMINIZADO CX  2 X 5 KG
070071,GOMA XANTANA  (XANTHAN GUM  FOOD GRADE 200  MESH) CX 25KG
070072,AMIDO DE MILHO  COMUM  AMISOL  25KG
070075,SAL PARA  CHURRASCO 25KG
070076,SAL REFINADO  COM IODO 25KG
070079,BENZOATO DE  SODIO 25KG
070080,ACIDO CITRICO 25  KG
070083,PIMENTA  CALABRESA EM PO  IMPORTADA 25KG.
070086,PIMENTA BRANCA  EM PO 10KG
070089,CRAVO DA INDIA  MOIDO 10 KG
070090,SALSA  DESIDRATADA  10KG
070091,CEBOLINHA  DESIDRATADA 10  KG
070094,BICARBONATO DE  SODIO IMP 25KG
070095,CEBOLA EM PO  25KG
070096,OREGANO  PERUANO 12.5 KG
070097,PIMENTA  CALABRESA  FLOCOS  IMPORTADA 25KG
070098,MANJERONA EM  FOLHA 20KG
070101,FUBA DE MILHO 25  KG
070102,FUBA MAIS  GRANULADO 25 KG
070103,GLUTAMATO DE  MONOSSODICO  25KG
070104,ALECRIM EM  FLOCOS 25KG
070105,HORTELA EM  FLOCOS 25KG
070106,PIMENTA DO  REINO MOIDA  SACO 25KG.
070107,ACUCAR  REFEFINADO
070109,METABISSULFITO  DE SODIO X SACO  25KG.
070113,ACAFRAO PURO  MOIDO 25 KG
070114,LOURO EM PO  PURO 10 KG
070115,CANELA PO PURA
070116,COENTRO EM PO  PURO 10 KG
070117,COMINHO EM PO  PURO 25 KG
070119,PIMENTA DO  REINO MOIDA  10KG (CHEFF MIX)
070120,ALFAVACA EM PO  20KG
070121,ALHO FRITO  CAIXA 16KG.
070122,GUARANA EM PO
070124,GERGELIM CLARO  20 KG
070125,AZEITE DE DENDE  OPALMA 15.6 LT
070126,SOJA EM GRAOS  7MM 50 KG
070127,MOSTARDA EM PO  25 KG
070128,ACIDO LATICO 25  KG
070129,CORANTE  CARAMELO BALDE  25 KG
070130,SORBATO DE  POTASSIO 25 KG
070131,AMIDO CLEARJEL  25 KG
070132,AMIDO HYLON 25  KG
070134,VINAGRE ALCOOL
070135,VINAGRE  COLORIDO
070137,OLEO DE SOJA  900ML CX 20 UNID
070138,CAFE MOIDO  250GR
070139,EDTA DISSODICO  25KG
070140,FUMARIM  ESSÊNCIA DE  BACON EM PÓ  25X1KG
070146,PIMENTA  BIQUINHO 1KG
070147,PITANGA  VERMELHA 1KG
070149,PIMENTA CUMARI  DO PARA 1KG
070150,PIMENTA DEDO DE  MOÇA 1KG
070151,PIMENTA  MALAGUETA  VERDE 1KG
070152,PIMENTA  MALAGUETA  VERMELHA 1KG
070154,PITANGA AMARELA  1KG
070155,TOMILHO 25KG
070156,AMACIANTE DE  CARNE (CHEFF  MIX) 10KG
070165,OLEO REF  MILHO/CX 20 FR  TIPO 1
070166,PREPARAÇÃO P/  CALDO DE  BACALHAU 10KG
070167,ACETICO 5LT
070171,PIMENTA DEDO DE  MOÇA VERDE
070172,MANJERONA  VENTILADA 10KG
070173,HORTELÃ  VENTILADA 10KG
070174,MANJERICAO  VENTILADO 10KG
070175,TOMATE SECO  TURCO 10KG
070176,COLA PLASTICA  REF.11;70E BCA.  BOMBONA
070177,MOSTARDA GRAO  SC 25KG
070178,TEMPERO P/PEIXE- SC-25KG
070180,PIMENTA BODE  AMARELA 1KG
070181,AMIDO PREGELAT  SNOW FLAKE  G2141
070182,CORANTE  CARAMELO DES PO
070183,MALTO DEXTRINA  20 CA
070184,CARMIM DE  COCHONILHA 3%  PO
070185,CORANTE  CARAMELO DP  25KG LIQ
070186,CORANTE  ARTIFICIAL  AMARELO OVO 20  KG
070188,PROTEÍNA  VEGETAL HPP 530.  LOTE:  SO00138897-25
070189,PROTEÍNA  VEGETAL HPP 531.  LOTE:  SO00142293-25
070190,COENTRO EM  GRÃOS
070191,CEBOLA  GRANULADA MÉDIA
070192,AROMA IDENTICO  AO NATURAL DE  CAMARAO (PO)  190659
070193,AROMA IDENTICO  AO NATURAL DE  CAMARAO (PO)  190659
070194,AROMA IDENTICO  AO NATURAL DE  GALINHA CAIPIRA  (PO) 191234
070195,AROMA NATURAL  DE ALHO (PO)  191685
070196,AROMA  ARTIFICIAL DE  PEIXE (T/  BACALHAU) (PO)  195848
070197,AROMA  ARTIFICIAL DE  CARNE (T/ CALDO)  (PO) 199376
070198,AROMA IDENTICO  AO NATURAL DE  BACON (PO)  282299
070199,CORANTE COR  CARAMELO (PO)  950514
070200,MASSA DE TRIGO  CRUA PARA  SNACKS  (CUADRIBACON  LISTRADO  MEDIANO) - 15 KG
070201,MASSA DE TRIGO  CRUA PARA  SNACKS 2X3 LISO  (BACON  ARTESANAL) - 15KG
070202,MASSA DE MILHO  CRUA PARA  PREPARAR  SNACKS (TORTILLA  DE MAIZ)15 KG
070203,MASSA DE BATATA  CRUA PARA  SNACKS (HOJUELA  MICROO DE PAPA)  - 8 KG
070204,LOURO TURCO
070205,OLEO REF  GIRASSOL/CX  20FR TIPO 1
070206,AROMA ID  NATURAL CEBOLA  CB001 LT :  2120/0116
070207,AROMA ID  NATURAL  BACALHAU BCL001  LT : 0459/0416
070208,CORANTE  EXTRATO URUCUM  LT : 0973/16
070209,PO DE CACAU  ALCALINO BLACK
070210,SUSPENÇÃO  OLEOSA DE  URUCUM K7
070211,ALHO FLOCOS 20  KG
070212,FECULA  MANDIOCA 25KG
070213,SNOW FLAKE G- 2141. LOTE:  1170700-25
070214,GENGIBRE EM PO  10 KG
070215,D'FUMAR AR007 LT  : 1790/0616
070216,AROMA ID  NATURAL CARNE  CRN014 LT :  1788/0616
070217,ACIDO SORBICO  IMPORTACAO 25KG
070218,FOSFATO  TRICALCICO. LT :  3122/15
070219,BHT. LT : 2865/14
070220,DIOXIDO DE  SILICIO
070221,FAR. FAMIGLIA  VENTURELLI  INTEGRAL 5X5
070222,ACAI EM PO 5KG
070223,CHA VERDE  FOLHAS/TALOS  NACIONAL 5KG
070224,EXTRATO DE SOJA  NATURAL 20KG
070225,SAL (ROSA) DO  HIMALAIA GROSSO  10KG
070226,SAL (ROSA) DO  HIMALAIA GROSSO
070227,GENGIBRE EM  CUBOS  CRISTALIZADO 5KG
070228,HIBISCO FLORES
070229,PROTEINA DE  SOJA GRANULADA  CARAMELO 20KG
070230,SOJA CROCANTE  BACON 5KG
070231,SOJA CROCANTE  CHURRASCO 5KG
070232,AVEIA EM FLOCOS  FINA 25KG
070233,CAMOMILA  NACIONAL
070234,FARINHA DE AVEIA  25KG
070235,FARINHA DE  BANANA VERDE
070236,FARINHA DE  BERINJELA
070237,FARINHA DE CHIA
070238,FARINHA DE  LINHACA DOURADA
070239,FARINHA DE  MARACUJA
070240,SEMENTE DE CHIA
070241,LINHACA DOURADA
070242,DETOX VERDE
070243,QUINUA EM GRAO
070244,CACAU EM PO  (ALCALINO) 25 KG
070245,SAL DO HIMALAIA  GROSSO 10 KG
070246,SAL (ROSA)  DO  HIMALAIA FINO
070247,AMIDO  MODIFICADO DA  PQ
070248,GRANOLA DIET  20KG
070249,GOJI BERRY  FRUTA DESID. 5KG
070250,FARINHA SB EQ.  AB. GOJI BERRY  20KG
070251,FARINHA DE COCO
070252,COENTRO  SEMENTE 25 KG - S
070253,ALHO GRAN F. IMP  16KG
070254,CEBOLA GRAN  GRAUDA INDIANA  15KG
070255,UVA PASSA PRETA  S/S TURCA 10 KG
070256,AROMA ID  NATURAL  BARBECUE BRC002  LT 2345/1216
070257,FARINHA  FAMIGLIA  VENTURELLI  INTEGRAL 25KG
070258,ERVA DOCE  SEMENTE 20KG S
070259,CEBOLINHA VERDE  FLOCOS  IMPORTADA
070260,PASTA TOMATE  30/32 1.03KG
070261,NECTAR DE  MARACUJA
070262,CAFE  ALMOF.EXTRAF.CO 10X500G
070263,ACIDO CITRICO  ANIDRO COFCO 25  KG IMPORT
070264,SOJA EM GRAOS  10KG
070265,SAL REFINADO  S/IODO 25KG - ITA
070266,SAL GRANULADO  GROSSO S/IODO  25KG - ITA
070267,POLPA TOMATE  BRIX 30/32
070268,FAR.TRIGO GLOBO  25KGS - TIPO 1
070269,PIMENTA DO  REINO PRETA PO  PURA
070270,TOMATE SECO  MOIDO
070271,TOMATE  DESIDRATADO  FLOCOS
070272,GENGIBRE PO  PURO
070273,CURCUMA EM PO  PURA
070274,ALHO PO INDIANO  20 KG
070275,DIOXIDO DE  SILICIO
070276,SAIS DE EDTA  DISSODICO
070277,MALTOGILL 20 SC  25 KG
070278,PROTEINA DE  SOJA CARAMELO  25 KG
070279,GRANOLA SEM  ACUCAR 10KG
070280,TOMADA 20A 7315  PERLEX
070281,ADESIVO  AQUAT.CPVC 175G  TIGRE
070282,FITA ISOL SCOTH  33+ 10M 3M
070283,CONEC AQUAT  MACHO 22X1-2  TIGRE
070284,TORN PIA PVC BR  KRONA 777
070285,PARAFUSO  TANQUE 2302  BUCHA 12" LEAO
070286,LUVA AQUATH  22MM TIGRE
070287,GRELHA 15X15 C- CAST 119A  MOLDENOX
070288,RABICHO FLEX AG  QU40CM  CR4607(3040)
070289,INT 1S SIMPLES  10A 7381 PERLEX
070290,LUMIN QD EMB VID  C-LED 6W 4908- MP2067 MB
070291,LAMP LED BULBO  7W 6500K BIV  AVANT
070292,ALHO FRITO  IMPORTADO.  MARCA HENAN  SUNNY
070293,MOD INT PARAL  16A EV 2865 FAME
070294,CURCUMA EM PO  PURA
070295,ALECRIM MOIDO
070296,OREGANO MOIDO
070297,SUPERRESIST 70 -  25KG (AMIDO DE  MANDIOCA  MODIFICADO)
070298,COR. ARCOLOR- 100G. AMARELO  GEMA
070299,COR. ARCOLOR- 100G. AMARELO  LIMAO
070300,COR. ARCOLOR- 100G. MARROM
070301,COR. ARCOLOR- 100G. PRETO
070302,COR. ARCOLOR- 1KG VERDE
070303,COR. ARCOLOR- 1KG VERMELHO
070304,COR. ARCOLOR- 1KG VERMELHO  BORDO
070305,QUINUA EM  FLOCOS 20 KG
070306,FARINHA DE  TRIGO INTEGRAL  FINA 25KG
070307,PIMENTA BRANCA  GRAO
070308,FARINHA MIX DE  CEREAIS  GOJIBERRY 5KG
070309,FARINHA MIX DE  CEREAIS  GOJIBERRY 5KG
070310,GLUTAMATO  MONOSSODICO
070311,CONDIMENTO  PIMENTA BRANCA  10 KG
070312,SALSA NACIONAL  FLOCOS 10 KG
070313,ALHO  DESIDRATADO EM  FLOCOS. PARA  CONSUMO  HUMANO.
070314,ALHO FRITO  GRANULADO 20 KG
070315,GOJI BERRY
070316,PIMENTA REINO  PRETA GRAO B1
070317,ALHO  DESIDRATADO  GRANULADO  FRITO. PARA  CONSUMO  HUMANO.
070318,ANIZ SEMENTE 50  KG
070319,CRAVO INDIA 50  KG
070320,NOZ MOSCADA  BOLA 25KG
070321,AVEIA EM FLOCOS  GROSSA 25KG
070322,MANJERONA  MOIDA
070323,ALHO FLOCOS  RAIZ 22.70 KG -  LOTE SP 165
070324,CRAVO FLOR 50KG
070325,CHIA HISPANICA  PRETA 25KG
070326,AROMA ID  NATURAL LIMAO  LIM003 LT :  F0587/1017
070327,AROMA ID  NATURAL MOLHO  SHOYO LT :  M0999/1217
070328,AROMA ID  NATURAL  MAIONESE LT :  M1000/1217
070329,ACUCAR CRISTAL  COAGRO 5KG -  7898903106010
070330,ALECRIM 25KG
000008,CONSUMO
080001,JOGO DE REPARO  DNC- 50- PPVA
080003,NECTAR DE  LARANJA 1 LITRO
080004,ETANOL-3-UN1170- II- GELTRADICIONAL
080005,BRITA 0
080006,AREIA LAVADA
080007,ACUCAR CRISTAL  COAGRO - FARDO  DE 30 KG (15 SCS X  2 KG)
080008,BOBINA PLASTICO  BOLHA  1.30X100MTS
080009,BOBINA PLASTICO  BOLHA  1.30X100MTS
080010,BOBINA PLASTICO  BOLHA  1.30X100MTS
080011,REFIL  PERMANENTE AZUL  BIC
080012,MOUSE LOGITECH  S/ FIO M185  PRETO  1707LZX339J9  GARANTIA DE 3  MESES GARANTIA  FABRICANTE: 90  DIAS
080013,LIXA D'AGUA 1200  CARBORUNDUM
080014,LIXA D'AGUA 1200  CARBORUNDUM
080015,SEMENTE DE CHIA  KG
080016,GENGIBRE EM PO  KG
080017,CACAU EM PO KG
080018,DETOX VERDE KG
080019,PROTEÍNA DE  SOJA CARAMELO  KG
080020,FARINHA DE COCO  KG
080021,BICARBONATO KG
080022,ERVA DOCE KG
080023,HIBISCO KG
080024,CAMOMILA  NACIONAL KG
080025,ENVASADORA  (PARTES)
080026,SAL DO HIMALAIA  FINO KG
080027,FARINHA DE AVEIA  KG
080028,PAPRICA DOCE KG
080029,CHIMI CHURRI KG
080030,AMACIANTE DE  CARNE C/ ERVAS  FINAS ESPECIAL KG
080031,CANELA EM PO KG
080032,MANJERICÃO KG
080033,ERVAS FINAS KG
080034,ORÉGANO KG
080035,UVA PASSA KG
000009,PRODUTOS  PRONTOS PARA  VENDA
090001,AÇAFRAO 15G E.P.
090002,ALECRIM 15G E.P.
090003,ALHO FRITO 30G  E.P.
090004,ALFAVACA MOIDA  15G E.P.
090005,BICARBONATO DE  30G E.P.
090006,BICARBONATO  100G E.P.
090007,AMACIANTE DE  CARNE C/E. FINAS  60G E.P.
090008,CALDO DE BACON  C/E. FINAS 60G  E.P.
090009,CALDO DE CARNE  C/E. FINAS 60G  E.P.
090010,CALDO DE  GALINHA C/E.  FINAS 60G E.P.
090011,CALDO DE  CAMARAO C/E.  FINAS 60G E.P.
090012,CALDO DE PEIXE  C/E. FINAS 60G  E.P.
090013,CALDO DE  BACALHAU C/E.  FINAS 60G E.P.
090014,CANELA EM CASCA  10G E.P.
090015,CANELA EM PO  10G E.P.
090016,CEBOLINHA VERDE  DESIDRATADA 20G  E.P.
090017,CHIMI CHIRRI 10G  E.P.
090018,COENTRO  DESIDRATADO 10G  E.P.
090019,COENTRO MOÍDO  10G E.P.
090020,COMINHO MOÍDO  10G E.P.
090021,CRAVO DA INDIA  10G E.P.
090022,CRAVO DA INDIA  EM PO 10G E.P.
090023,CURRY 15G E.P.
090024,ERVAS FINAS 10G  E.P.
090025,ERVA DOCE 10G  E.P.
090026,GERGELIM 30G E.P.
090027,LOURO EM FOLHAS  5G E.P.
090028,LOURO EM FOLHAS  10G E.P.
090029,LOURO EM PO 10G  E.P.
090030,LEMON PEPPER  20G E.P.
090031,HORTELÃ 6G E.P.
090032,MANJERICAO 10G  E.P.
090033,MANJERONA 6G  E.P.
090034,NOZ MOSCADA  MOIDA 5G E.P.
090035,NOZ MOSCADA  BOLA 2 UNIDADES  E.P.
090036,OREGANO 5G E.P.
090037,OREGANO 20G E.P.
090038,PAPRICA DOCE  20G E.P.
090039,PIMENTA  CALABRESA EM  FLOCOS 15G E.P.
090040,PIMENTA DO  REINO EM GRAOS  20G E.P.
090041,PIMENTA DO  REINO MOIDA 20G  E.P.
090042,PIMENTA DO  REINO MOIDA  BRANCA 20G E.P.
090043,PIMENTA C/  COMINHO MOIDO  20G E.P.
090044,SALSA  DESIDRATADA 20G  E.P.
090045,TEMPERO  COMPLETO C/E.  FINAS 60G E.P.
090046,TEMPERO BAIANO  20G E.P.
090047,TEMPERO MISTO  20G E.P.
090048,TOMILHO 10G E.P.
090049,COLORIFICO  EXTRA 60G E.P.
090050,COLORIFICO  EXTRA 100G E.P.
090051,COLORIFICO  EXTRA 200G E.P.
090052,CONFEITO  CHOCOLATE  GRANULADO 100G  E.P.
090053,CONFEITO  CHOCOLATE  REDONDO 100G  E.P.
090054,CONFEITO  COLORIDO  GRANULADO 100G  E.P.
090055,CONFEITO  PRATEADO  REDONDO 100G  E.P.
090056,UVA PASSAS 100G  E.P.
090057,UVA PASSAS 50G  E.P.
090058,ALHO FRITO 100G  T.P.
090059,ALHO/CEBOLA  PICADINHO 180G  T.P.
090060,ALHO/CEBOLA  PICADINHO 1KG  T.P.
090061,ALHO PICADINHO  C/E. FINAS 180G  T.P.
090062,ALHO PICADINHO  C/E. FINAS 1KG  T.P.
090063,ALHO PICADINHO  180G T.P.
090064,ALHO PICADINHO  1KG T.P.
090065,COLORIFICO DA  ROÇA 150G T.P.
090066,COLORIFICO  NORDESTINO 200G  T.P.
090067,COLORIFICO  EXTRA 500G T.P.
090068,CREME P/ PAO DE  ALHO  TRADICIONAL  200G T.P.
090069,CREME P/ PAO DE  ALHO PICANTE  200G T.P.
090070,EMPANA  CAMARAO E  LEGUMES 250G T.P.
090071,EMPANA PRATICO  CARNE 250G T.P.
090072,EMPANA PRATICO  FRANGO 250G T.P.
090073,EMPANA PRATICO  PEIXE 250G T.P.
090074,EMPANA PRATICO  CARNE 500G T.P.
090075,EMPANA PRATICO  FRANGO 500G T.P.
090076,EMPANA PRATICO  PEIXE 500G T.P.
090077,EMPANA TUDO  500G T.P.
090078,OREGANO 100G  T.P.
090079,ALHO E SAL 300G  T.P.
090080,TEMPERO  COMPLETO BACON  300G T.P.
090081,TEMPERO  COMPLETO  OREGANO 300G  T.P.
090082,TEMPERO  COMPLETO GRILL  300G T.P.
090083,TEMPERO  COMPLETO  NATURAL 300G T.P.
090084,TEMPERO  COMPLETO BACON  340G T.P.
090085,TEMPERO  COMPLETO  NATURAL 340G T.P.
090086,TEMPERO  COMPLETO GRILL  340G T.P.
090087,TEMPERO  COMPLETO  PICANTE 340G T.P.
090088,PASTA DE ALHO  380G T.P.
090089,REFOGA OREGANO  380G T.P.
090090,REFOGA SALSA E  CEBOLINHA 380G  T.P.
090091,TEMPERO  COMPLETO C/  PASTA DE ALHO  380G T.P.
090092,SAL GROSSO C/  ALHO 500G T.P.
090093,SAL GROSSO C/E.  FINAS 500G T.P.
090094,TEMPERO  COMPLETO P/  CHURRASCO 500G  T.P.
090095,CANELA EM PO  20G (TUBO) T.P.
090096,CANELA EM PO  40G (TUBO) T.P.
090097,PIMENTA DO  REINO EM PO 20G  (TUBO) T.P.
090098,PIMENTA DO  REINO EM PO 40G  (TUBO) T.P.
090099,GUARANA EM PO  100G (SACHÊ) T.P.
090100,MOLHO DE ALHO  C/E. FINAS 150ML  M.P.
090101,MOLHO DE ALHO  C/E.FINAS 1.010  KG M.P.
090102,MOLHO DE ALHO  C/ PIMENTA 150ML  M.P.
090103,MOLHO DE ALHO  C/ PIMENTA 1.010  KG M.P.
090104,MOLHO ARABE  150ML M.P.
090105,MOLHO ARABE  1.010 KG M.P.
090106,MOLHO DE ALHO  150ML M.P.
090107,MOLHO DE ALHO  1.010 KG M.P.
090108,MOLHO DE CEBOLA  150ML M.P.
090109,MOLHO DE CEBOLA  1.010 KG M.P.
090110,MOLHO DE  PIMENTA  CALABRESA 150ML  M.P.
090111,MOLHO DE  PIMENTA  CALABRESA 1.010  KG M.P.
090112,MOLHO DE  PIMENTA 150ML  M.P.
090113,MOLHO DE  PIMENTA 1.010 KG  M.P.
090114,MOLHO DE  PIMENTA AMARELA  150ML M.P.
090115,MOLHO DE  PIMENTA AMARELA  1.010 KG M.P.
090116,MOLHO DE  PIMENTA VERDE  150ML M.P.
090117,MOLHO DE  PIMENTA VERDE  1.010 KG M.P.
090118,MOLHO DE SALSA  150ML M.P.
090119,MOLHO DE SALSA  1.010 KG M.P.
090120,MOLHO P/  CHURRASCO  150ML M.P.
090121,MOLHO P/  CHURRASCO 1.010  KG M.P.
090122,MOLHO INGLES  150ML M.P.
090123,MOLHO INGLES  1.010 KG M.P.
090124,MOLHO SHOYU  150ML M.P.
090125,MOLHO SHOYU  1.010 KG M.P.
090126,MOLHO P/  GRELHADOS 145ML  M.P.
090127,MOLHO P/  GRELHADOS 1.010  KG M.P.
090128,AZEITE DE DENDE  150ML M.P.
090129,AZEITE DE DENDE  1.010 KG M.P.
090130,PIMENTA BROMIL  VERDE 50G C.P.
